filename,category,text
75369,talk.politics.mideast,davidian who are fascists armenians in azerbaijan are killing azeri people invading azeri soil and they are not fascists because they lack food ha strange explanation there is no excuse for this situation herkesi fasist diye damgala sonra kendileri fasistligin alasini yapinca ac kaldilar da yiyecekleri yok amcasi bu seferlik affedin de yurrruuu yuru de plaka numarani alalim hakan
75370.eml,talk.politics.mideast,"pardon me here is to an amherst clown your three chiefs dro hamazasp and kulkhandanian are the ringleaders of the bands which have destroyed tartar villages and have staged massacres in zangezour surmali etchmiadzin and zangibasar this is intolerable were you expecting a different response here is another one source k s papazian patriotism perverted baikar press boston pages with appendix p third paragraph some real fighters sprang up from among the people who struck terror into the hearts of the turks within a few months after the war began these armenian guerrilla forces operating in close coordination with the russians were savagely attacking turkish cities towns and villages in the east massacring their inhabitants without mercy while at the same time working to sabotage the ottoman army s war effort by destroying roads and bridges raiding caravans and doing whatever else they could to ease russian occupation the atrocities committed by the armenian volunteer forces accompanying the russian army were so severe that the russian commanders themselves were compelled to withdraw them from the fighting fronts and sent them to rear guard duties the memoirs of many russian officers who served in the east at this time are filled with accounts of the revolting atrocities committed by these armenian guerrillas which were savage even by relatively primitive standards of war then observed in such areas journal de guerre du deuxieme d artillerie de forteresse russe d erzeroum p honored me by reproducing my text unfortunately he has still not produced the documents on jews in latvia instead he asks for my views on the turkish genocide well that debate seems to be going on in a few hundred other threads i ll let other people bring the usual charges try to debunk mutlu argic cosar a net wide terrorism triangle and their spurious evidence when that does ever happen look out the window to see if there is a non fascist x soviet armenian government in the east now where is your non existent list of scholars what a moronian during the first world war and the ensuing years the armenian dictatorship through a premeditated and systematic genocide tried to complete its centuries old policy of annihilation against the turks and kurds by savagely murdering million muslims and deporting the rest from their year homeland how could you because there is none like conversing with a brick wall and you are not responding to what i am writing by the way that bullshit is justly regarded as the first instance of genocide in the th century acted upon an entire people for nearly one thousand years the turkish and kurdish people lived on their homeland the last one hundred under the oppressive soviet and armenian occupation the persecutions culminated in the armenian government planned and carried out a genocide against its muslim subjects million turks and kurds were murdered and the remainder driven out of their homeland after one thousand years turkish and kurdish lands were empty of turks and kurds the survivors found a safe heaven in turkiye today x soviet armenian government rejects the right of turks and kurds to return to their muslim lands occupied by x soviet armenia today x soviet armenia covers up the genocide perpetrated by its predecessors and is therefore an accessory to this crime against humanity x soviet armenia must pay for its crime of genocide against the muslims by admitting to the crime and making reparations to the turks and kurds you may assert whatever you wish ditto the attempt at genocide is justly regarded as the first instance of genocide in the th century acted upon an entire people this event is incontrovertibly proven by historians government and international political leaders such as u s ambassador mark bristol and still anxiously awaiting so the list goes on and on and on i m still trying to find out about those jews in latvia can you post those documents pleeeeeeease mr argic puh leeze could you c mon it s my birthday in three weeks post them for me as a birthday present remember the issue at hand is the cold blooded genocide of million muslim people by the armenians between and the armenian nazi collaboration during world war ii anything to add remember the issue at hand is the armenian nazi collaboration during world war ii and the turkish genocide and i still fail to see how
you can challenge the following western sources source john dewey the new republic vol nov pp happy the minority jews which has had no christian nation to protect it and one recalls that the jews took up their abode in fanatic turkey when they were expelled from europe especially spain by saintly christians and they have lived here for centuries in at least as much tranquility and liberty as their fellow turkish subjects all being exposed alike to the rapacity of their common rulers to one brought up as most americans have been in the gladstonian and foreign missionary tradition the condition of the jews in turkey is almost a mathematical demonstration that religious differences have had an influence in the tragedy of turkey only as they were combined with aspirations for a political separation which every nation in the world would have treated as treasonable one readily reaches the conclusion that the jews in turkey were fortunate he also stated that they armenians traitorously turned turkish cities over to the russian invader that they boasted of having raised an army of one hundred and fifty thousand men to fight a civil war and that they burned at least a hundred turkish villages and exterminated their population i want the documents of jews in latvia i think several other people on soc culture greek are already disputing with you about the turkish genocide is this the joke of the month who when how where what a clown how about prof shaw a jewish scholar source stanford j shaw on armenian collaboration with invading russian
armies in history of the ottoman empire and modern turkey volume
ii reform revolution republic the rise of modern turkey london cambridge university press pp in april dashnaks from russian armenia organized a revolt in the city of van whose armenians comprised percent of the population closest to an armenian majority of any city in the empire leaving erivan on april armenian volunteers reached van on may and organized and carried out a general slaughter of the local muslim population during the next two days while the small ottoman garrison had to retreat to the southern side of the lake knowing their numbers would never justify their territorial ambitions armenians looked to russia and europe for the fulfillment of their aims armenian treachery in this regard culminated at the beginning of the first world war with the decision of the revolutionary organizations to refuse to serve their state the ottoman empire and to assist instead other invading russian armies their hope was their participation in the russian success would be rewarded with an independent armenian state carved out of ottoman territories armenian political leaders army officers and common soldiers began deserting in droves with the russian invasion of eastern anatolia in at the beginning of world war i the degree of armenian collaboration with the ottoman s enemy increased drastically ottoman supply lines were cut by guerilla attacks armenian revolutionaries armed armenian civil populations who in turn massacred the muslim population of the province of van in anticipation of expected arrival of the invading russian armies source stanford j shaw history of the ottoman empire and modern turkey vol ii cambridge university press london pp meanwhile czar nicholas ii himself came to the caucasus to make final plans for cooperation with the armenians against the ottomans with the president of the armenian national bureau in tiflis declaring in response from all countries armenians are hurrying to enter the ranks of the glorious russian army with their blood to serve the victory of russian arms let the russian flag wave freely over the dardanelles and the bosporus let with your will great majesty the peoples remaining under the turkish yoke receive freedom let the armenian people of turkey who have suffered for the faith of christ receive resurrection for a new free life under the protection of russia armenians again flooded into the czarist armies preparations were made
to strike the ottomans from the rear and the czar returned to st petersburg
confident that the day finally had come for him to reach istanbul horizon tiflis november quoted by hovannisian road to
independence p fo ottoman morale and military position in the east were seriously hurt and the way was prepared for a new russian push into eastern anatolia to be accompanied by an open armenian revolt against the sultan hovannisian road to independence pp bayur iii pp w e d allen and p muratoff caucasian battlefields cambridge pp ali ihsan sabis harb hahralaram vols ankara ii fo no fo fo nos and an armenian state was organized at van under russian protection and it appeared that with the muslim natives dead or driven away it might be able to maintain itself at one of the oldest centers of ancient armenian civilization an armenian legion was organized to expel the turks from the entire southern shore of the lake in preparation for a concerted russian drive into the bitlis vilayet thousands of armenians from mus and other major centers in the east began to flood into the new armenian state by mid july there were as many as armenians crowded into the van area which before the crisis had housed and fed no more than people muslim and non muslim alike hovannisian road to independence p fop nos and bva meclis i vukela mazbatalari debates of august babi i ali evrak odasi no van ihtilali ve katl i ami zilkade september muslim population exterminated by the armenians why who gives a thunder about your pseudo scholar jokes i am arguing about the armenian nazi colaboration during world war ii any comment it could be perhaps your head wasn t screwed on just right in while the jews were being assembled for their doom in the nazi concentration camps the armenian volunteers in germany formed the first armenian battalion to fight alongside the nazis in this battalion had grown into eight battalions of strong under the command of the
former guerilla leader dro the butcher who was the former dictator of the
short lived armenian dictatorship and the architect of the cold blooded genocide of million turks and kurds between an armenian national council was formed by the notorious dashnak party leaders in berlin which was recognized by the nazis encouraged by this the armenians summarily formed a provisional government that endorsed and espoused fully the principles of the nazis and declared themselves as the members of the aryan super race and full participants to hitler s policy of extermination of the jews this armenian nazi conspiracy against the jews during wwii was an encore performance staged by the armenians during wwi when they back stabbed and
exterminated million turks by colluding with the invading russian army furthermore as mccarthy put it the armenian dictatorship was granted
a respite when the ottomans admitted defeat and signed the mudros
armistice with the allies october the allies had decided
to create a greater armenia including the old russian province
of yerevan and adjoining areas as well as most parts of anatolia
claimed by the armenian fanatics only the area called cilicia around the ottoman province of adana was to be excluded as it
had already been claimed by the french the allies quickly set
about attempting to disarm ottoman soldiers and other turks who
could be expected to oppose their plans on april the british army occupied kars gave civilian
and military power over to the armenians then withdrew the british
planned for kars to be included in the armenian dictatorship even though the russian pre war census had shown kars province to be over muslim the turks of kars were effectively disarmed but the british could not disarm the kurds of the mountains the fate of
the turks was almost an exact replica of what had occurred earlier
in eastern anatolia murder pillage genocide and the destruction
of turkish homes and entire turkish villages drove the turks of
kars to the mountains or south and west to the safety afforded
by remaining units of the ottoman army the british had left the scene to the armenian genocide squads therefore few europeans were present to observe the genocide one british
soldier colonel rawlinson who was assigned to supervise the
disarmament of otoman soldiers saw what was occurring rawlinson wired to his superiors in the interest of humanity the armenians should not be left in independent command of the moslim population as their troops being without discipline and not being under effective control atrocities were constantly being committed come again these european dashnags with headquarters in berlin appealed to why no wonder you are in such a mess here are the armenian sources on the turkish holocaust why obrother spell it out list of dead muslims source documents volume i document no archive no cabin no drawer no file no section no contents no to acting supreme command socialist salah cimcoz socialist nesim mazelyah armenian gangs have been murdering and inflicting cruelties on innocent people of the region this verified information supported by clear statements of reliable eyewitnesses was also confirmed by general odishelidje commander of the russian caucasian army armenians are entering every place evacuated by russians carrying out murders cruelties rape and all kind of atrocities which cannot be expressed in writing murdering all the women children aged people who happen to be in the street these barbarous murders repeated every day with new methods continue and the russian army has been urged to intervene to terminate these atrocities public opinion is appalled and horrified newspapers are describing the happenings as shocking we have decided to inform all our friends urgently about the situation document no archive no cabin no drawer no file no section no contents no to acting supreme command commander rd army general the situation in the cities of erzincan and erzurum which we have recently taken over is given below these two beautiful cities of our country which are alike in the calamities and destruction which they suffered have been destroyed as the specially designed and built public and private buildings of these cities were deliberately burnt by armenians apart from the destruction suffered during the two year russian occupation all barracks buildings of erzincan the cavalry barracks in erzurum the government building and army corps headquarters are among those burnt in short both cities are burnt destroyed and trees cut down as to the people of these cities all people old enough to use weapons rounded up taken to the sarikamis direction for road building and were slaughtered the remaining people were subject to cruelties and murder by armenians following the withdrawal of russians and were partly annihilated the corpses thrown into wells burnt in houses mutilated by bayonets their abdomens ripped open in slaughterhouses their lungs and livers torn out girls and women hung up by their hair after all kinds of devilish acts the few people who were able to survive these cruelties worse than those of the spanish inquisition are in poverty more dead than alive horrified some driven insane about in erzincan and in erzurum the people are hungry and in poverty for whatever they had has been taken away from them their lands left uncultivated the people have just been able to exist with some provisions found in stores left over from the russians the villages round erzincan and erzurum are in the worst condition some villages on the road have been leveled to the ground leaving no stone the people completely massacred let me submit to your information with deep grief and regret that history has never before witnessed cruelties at such dimensions a long list a long list and still anxiously awaiting serdar argic we closed the roads and mountain passes that might serve as ways of escape for the turks and then proceeded in the work of extermination ohanus appressian in soviet armenia today there no longer exists a single turkish soul sahak melkonian"
75371.eml,talk.politics.mideast,"that s why zoologists refer to you as a fecal shield colonel semen m budienny a subsequent soviet military fame said about the armenian genocide of million defenseless turkish and kurdish women children and elderly people during his visit to anatolia in june that the armenians had become troublemakers their hinchakist and dashnakist parties were opportunist serving as lackeys of whatever power happened to be ascendent in september major general w thwaites director of
military intelligence wrote to lord hardinge under secretary
of state for foreign affairs it is useless to pretend that the armenians are satisfactory allies or deserving of all the sympathy to which they claim f o in the special collection at stanford hoover library donated by
georgia cutler the letter dated nov states that prescot hall wrote a large volume to prove that armenians were not and never could be desirable citizens that they would always be unscrupulous merchants source documents volume i document no archive no cabin no drawer no file no section no contents no to th division command militia commander ismail hakki for eight days armenians have been forcibly obstructing people from leaving their homes or going from one village to the other day and night they are rounding up male inhabitants taking them to unknown destinations after which nothing further is heard of them informed from statements of those who succeeded in escaping wounded from the massacres around taskilise ruins women and children are being openly murdered or are being gathered in the church square and similar places most inhuman and barbarous acts have been committed against moslems for eight days document no archive no cabin no drawer no file no section no contents no to st caucasian army corps command nd caucasian army corps command communications zone inspectorate commander rd army general as almost all russian units opposite our front have been withdrawn the population loyal to us in regions behind the russian positions are facing an ever increasing threat and suppression as well as cruelties and abuses by armenians who have decided to systematically annihilate the moslem population in regions under their occupation i have regularly informed the russian command of these atrocities and cruelties and i have gained the impression that the above authority seems to be failing in restoring order serdar argic we closed the roads and mountain passes that might serve as ways of escape for the turks and then proceeded in the work of extermination ohanus appressian in soviet armenia today there no longer exists a single turkish soul sahak melkonian"
75372.eml,talk.politics.mideast,"who is josie hadas i see you didn t notice my recent posting the fbi found that josie hadas was simply an alias taken by salameh i have the sources for the information in the chronology including the
ny daily news of march that reports the arrest of josie hadas and a
copy of the foreign press reports of her release shortly afterwards what is the source for your alias story and pray tell me how can the fbi arrest and release an alias what is the relationship between that person and the israeli mussad zilch zero nothing like the iq of the idiot who posted this absurdity in the first place what has iq to do with collecting information and putting it forward why
has the fbi refused comment on the guardian reporter s question about
hadas link with israeli intelligence the information did not mention
the mossad explicitly"
75373.eml,talk.politics.mideast,"there certainly are muslims who do not believe that their dream of a global islamic community should be achieved through force there are however others and they are often far more visible vocal than the former who do accept the establishment of global islam through force i would not feel threatened by those only accepting or pursuing islamicization through peaceful means nor by jews advocating the same
approach those advocating force as a means of expanding their side s
power are certainly a threat to palestinians israel is doing just that maintaining its dominance
of those outside its own group if i am told that i am not one of
you but you then impose your control on me damn right you are a threat if i am a member of a non muslim minority inside the islamic
world and actively did not accept my minority status i would also certainly see islam s domination as having been acheived and maintained through the powerful coercive force all majorities wield over minorities
within their ranks i am not a zionist but do feel that both jewish and palestinian
nationalist desires need at this juncture to be accepted in some way for the same reason that some muslims believe it is proper and righteous
for islam to be spread by force upon those who do not want that i refer to the most you also refer to because they are scared and feel very threatened as well feeling that this area is to some degree part of their belief religion heritage identity etc i too strongly object to those that justify israeli rule of those who do not want that the occupied territories are not
israel s to control to keep or to dominate tim"
75378.eml,talk.politics.mideast,g d has nothing to do with it some of the land was in fact given to the jews by the united nations quite a bit of it was purchased from arab absentee landlords present claims are based on prior ownership purchase from aforementioned absentee landlords award by the united nations in the partition of the palestine mandate territory and as the result of defensive wars fought against the egyptians syrians jordanians et al
75379.eml,talk.politics.mideast,"but hadas might be a fictitious character invented by the two men for billing purposes said mohammed mehdi head of the arab american relations committee tim i would remind readers of the fact that the ny daily news on march th reported the arrest of joise hadas foreign newspapers reported her
release shortly afterwards i can provide copies of the articles upon request alaa zeineldine"
75381.eml,talk.politics.mideast,source a alper gazigiray osmanlilardan gunumuze kadar vesikalarla ermeni teroru nun kaynaklari gozen kitabevi istanbul pp van dan sonra ilk isyan sebinkarahisar da basladi senesi haziran da sivasli murat hamparsum boyaciyan sa denilen bir caninin emri altinda kadar cete sebinkarahisari basti burasi o zaman en onemli askeri bir yerdi erzurum bolgesinde rus ordusu ile savasan osmanli ordularinin butun ikmal araclari buradan gecmekte idi ermeniler boyle onemli bir yer isgal ettikleri takdirde turk ordularinin ikmali yapilamayacak ve rus ordularinin harekati kolaylasacakti sebinkarahisarin islam mahalleleri tamamen atese verildi her rastlanan turk iskence ile olduruldu mus da ayni sekilde isyan devam ediyordu sason daglari ermeni eskiyalariyla dolu idi bu isyanlari ordunun arkasini vurmak ve rus ordusunun ilerlemesini saglamak icin ermenilerin pasa dedikleri rupen idare ediyordu bundan baska rus ordularinin rus turk sinirindan gecerek turk topraklarina girdikleri bu safhada rus ordusu icinde bulunan ermeni gonullu alaylariyla rus ordularinin isgali altina giren ermeni koylerindeki silahli halk turk koylerine hucum ederek bu koyleri yakip yikmislar ve turk halkini hatira gelmeyen mezalim ve iskence ile oldurmulerdir p bu suretle sehirde gun cok kanli olaylar cereyan etti bu sure sonunda van ermeniler tarafindan tamamen isgal olundu buradan kacabilen turklerin ermenilerin davranislari hakkinda verdikleri haberler tuyler urpertici idi cunku isyancilar halkin cogunu oldurmus kadinlarin irzina gecmis turk kadin ve kizlarini bazi evlerde topladiktan sonra buralarini genelev haline getirmislerdir o zaman van da kadar kadin ve cocuktan baska turk kalmamis bunlari da oradaki amerikalilar korumustur sehir bastan basa harab olmus carsi kamilen yanmisti serdar argic we closed the roads and mountain passes that might serve as ways of escape for the turks and then proceeded in the work of extermination ohanus appressian in soviet armenia today there no longer exists a single turkish soul sahak melkonian
75382.eml,talk.politics.mideast,this is the latest from upi foreign ministry spokesman ferhat ataman told journalists turkey was closing its air space to all flights to and from armenia and would prevent humanitarian aid from reaching the republic overland across turkish territory historically even the most uncivilized of peoples have exhibited signs of compassion by allowing humanitarian aid to reach civilian populations even the nazis did this much it seems as though from now on turkey will publicly pronounce themselves hypocrites should they choose to continue their condemnation of the serbians
75384.eml,talk.politics.mideast,"after a small refresh hasan got on the track again well ok let s see what master of wisdom mr jonas flygare wrote that can be wisdomely responded to are you calling names or giving me a title if the first read your paragraph above if not i accept the title in order to let you get into the
um well debate again master of wisdom writes in so what do you expect me to tell you to tell you master of wsidom"
75385.eml,talk.politics.mideast,"on
choice
nonononnononono its from the nile to the nile the long way"
75386.eml,talk.politics.mideast,"so i should be very comfortable that people want to convert me to
islam or to convert me to anything there are many types of violence physical murder is only one trying to convert is an insult it s like trying to tell me that me and or
my god my lack of god are just crap that i need a new converted one this does not apply for muslims only of course same for jews and for some
friendly nicely dressed neighbours who show on sunday with empty speaches
and cheap booklets about some church and when the objective is i think however that you are wrong to convert everybody it s just a matter of time when violence will occur aren t we able to learn anything from thouthands of years of conversion related
violence why not let the other more inferiour people live as they wish and take care your business you do assume that they are inferiour or their beliefs are as long as you want to change their thinking dorin"
75389.eml,talk.politics.mideast,"the fascist x soviet armenian government also hired mercenaries
to slaughter azeris this time finally about time serdar argic we closed the roads and mountain passes that might serve as ways of escape for the turks and then proceeded in the work of extermination ohanus appressian in soviet armenia today there no longer exists a single turkish soul sahak melkonian"
75390.eml,talk.politics.mideast,"this is the point we seem to disagree about not a chance well arromdian of asala sdpa arf terrorism and revisionism triangle
is a compulsive liar now try dealing with the rest of what i wrote u s ambassador bristol source u s library of congress bristol papers general correspondence
container while the dashnaks were in power they did everything in the world to keep the pot boiling by attacking kurds turks and tartars by committing outrages against the moslems by massacring the moslems and robbing and destroying their homes during the last two years the armenians in russian caucasus have shown no ability to govern themselves and especially no ability to govern or handle other races under their power a kurdish scholar source hassan arfa the kurds london pp when the russian armies invaded turkey after the sarikamish disaster of their columns were preceded by battalions of irregular armenian volunteers both from the caucasus and from turkey one of these was commanded by a certain andranik a blood thirsty adventurer these armenian volunteers committed all kinds of excesses more than six hundred thousand kurds being killed between and in the eastern vilayets of turkey serdar argic we closed the roads and mountain passes that might serve as ways of escape for the turks and then proceeded in the work of extermination ohanus appressian in soviet armenia today there no longer exists a single turkish soul sahak melkonian"
75391.eml,talk.politics.mideast,"just an interrupting comment here since early s israelis said they are willing to give up the adminstration rule of the occupied terretories to
palestineans palestineans refused and will refuse such settlement that denies
them their right of self determination period ok i donot know why there are israeli voices against negotiations however i would guess that is because they refuse giving back a land for those who
have the right for it as for the arabian and palestinean voices that are against the
current negotiations and the so called peace process they
are not against peace per se but rather for their well founded predictions
that israel would not give an inch of the west bank and most probably the same
for golan heights back to the arabs an months of negotiations in madrid and washington proved these predictions now many will jump on me saying why
are you blaming israelis for no result negotiations i would say why would the arabs stall the negotiations what do they have to
loose arabs feel that the current negotiations is only for legitimizing the current
status quo and for opening the doors of the arab markets for israeli trade and oranges that is simply unacceptable and would be revoked just an opinion hasan"
75392.eml,talk.politics.mideast,"very sensible must you rave so fascist x soviet armenian government engaged in disgusting cowardly massacres of azeri women and children i am
really sorry if that fact bothers you more ridicule i take it still not addressing the original points made then what seems to be the problem did you ever read newspaper at all painful search the gruesome extent of february s killings of azeris by armenians
in the town of hojali is at last emerging in azerbaijan about men women and children dead in the worst outrage of the
four year war over nagorny karabakh the figure is drawn from azeri investigators hojali officials
and casualty lists published in the baku press diplomats and aid
workers say the death toll is in line with their own estimates the february attack on hojali by armenian forces was one of
the last moves in their four year campaign to take full control
of nagorny karabakh the subject of a new round of negotiations
in rome on monday the bloodshed was something between a fighting
retreat and a massacre but investigators say that most of the
dead were civilians the awful number of people killed was first
suppressed by the fearful former communist government in baku later it was blurred by armenian denials and grief stricken
azerbaijan s wild and contradictory allegations of up to dead the state prosecuter aydin rasulov the cheif investigator of a man team looking into what azerbaijan calls the hojali
disaster said his figure of people dead was a minimum on
preliminary findings a similar estimate was given by elman
memmedov the mayor of hojali an even higher one was printed in
the baku newspaper ordu in may dead people named and more
than bodies reported unidentified this figure of nearly dead is quoted as official by leila yunusova the new spokeswoman
of the azeri ministry of defence francois zen ruffinen head of delegation of the international
red cross in baku said the muslim imam of the nearby city of
agdam had reported a figure of bodies received at his mosque
from hojali most of them civilians we did not count the
bodies but the figure seems reasonable it is no fantasy mr
zen ruffinen said we have some idea since we gave the body bags
and products to wash the dead mr rasulov endeavours to give an unemotional estimate of the
number of dead in the massacre don t get worked up it will
take several months to get a final figure the year old
lawyer said at his small office mr rasulov knows about these things it took him two years to
reach a firm conclusion that people were killed and wounded when soviet troops and tanks crushed a nationalist
uprising in baku in january those nationalists the popular front finally came to power
three weeks ago and are applying pressure to find out exactly
what happened when hojali an azeri town which lies about miles from the border with armenia fell to the armenians officially people have so far been certified as dead being
the number of people that could be medically examined by the
republic s forensic department this is just a small percentage
of the dead said rafiq youssifov the republic s chief forensic
scientist they were the only bodies brought to us remember the
chaos and the fact that we are muslims and have to wash and bury
our dead within hours of these people were women and were children under years old gunshots killed people shrapnel killed and
axes or blunt instruments killed exposure in the highland
snows killed the last three thirty three people showed signs of
deliberate mutilation including ears noses breasts or penises
cut off and eyes gouged out according to professor youssifov s
report those bodies examined were less than a third of those
believed to have been killed mr rasulov said files from mr rasulov s investigative commission are still
disorganised lists of azeri militiamen are dead here six
policemen there and in handwriting of a mosque attendant the
names of corpses brought to be washed in just one day the
most heartbreaking account from witnesses interviewed so far
comes from towfiq manafov an azeri investigator who took a
helicopter flight over the escape route from hojali on february there were too many bodies of dead and wounded on the ground to
count properly in hojali people by the stream
and the road and visible around nakhchivanik village mr
manafov wrote in a statement countersigned by the helicopter
pilot people waved up to us for help we saw three dead children and
one two year old alive by one dead woman the live one was
pulling at her arm for the mother to get up we tried to land but
armenians started a barrage against our helicopter and we had to
return there has been no consolidation of the lists and figures in
circulation because of the political upheavals of the last few
months and the fact that nobody knows exactly who was in hojali
at the time many inhabitants were displaced from other villages
taken over by armenian forces the independent london heroes who fought on amid the bodies aref sadikov sat quietly in the shade of a cafe bar on the
caspian sea esplanade of baku and showed a line of stitches in
his trousers torn by an armenian bullet as he fled the town of
hojali just over three months ago writes hugh pope i m still wearing the same clothes i don t have any others the year old carpenter said beginning his account of the
hojali disaster i was wounded in five places but i am lucky to
be alive mr sadikov and his wife were short of food without electricity
for more than a month and cut off from helicopter flights for days they sensed the armenian noose was tightening around the to people left in the straggling azeri town on the
edge of karabakh at about pm a bombardment started such as we had never heard
before eight or nine kinds of weapons artillery heavy
machine guns the lot mr sadikov said soon neighbours were pouring down the street from the direction
of the attack some huddled in shelters but others started
fleeing the town down a hill through a stream and through the
snow into a forest on the other side to escape the townspeople had to reach the azeri town of agdam
about miles away they thought they were going to make it until at about dawn they reached a bottleneck between the two
armenian villages of nakhchivanik and saderak none of my group was hurt up to then then we were spotted by
a car on the road and the armenian outposts started opening
fire mr sadikov said azeri militiamen fighting their way out of hojali rushed forward
to force open a corridor for the civilians but their efforts
were mostly in vain mr sadikov said only people from his
group of made it through including his wife and militiaman
son seven of his immediate relations died including his year old elder brother i only had time to reach down and cover his face with his hat he said pulling his own big flat turkish cap over his eyes we
have never got any of the bodies back the first groups were lucky to have the benefit of covering fire one hero of the evacuation alif hajief was shot dead as he
struggled to change a magazine while covering the third group s
crossing mr sadikov said another hero elman memmedov the mayor of hojali said he and
several others spent the whole day of february in the bushy
hillside surrounded by dead bodies as they tried to keep three
armenian armoured personnel carriers at bay as the survivors staggered the last mile into agdam there was
little comfort in a town from which most of the population was
soon to flee the night after we reached the town there was a big armenian
rocket attack some people just kept going mr sadikov said i
had to get to the hospital for treatment i was in a bad way they even found a bullet in my sock victims of war an azeri woman mourns her son killed in the
hojali massacre in february left nurses struggle in primitive
conditions centre to save a wounded man in a makeshift
operating theatre set up in a train carriage grief stricken
relatives in the town of agdam right weep over the coffin of
another of the massacre victims calculating the final death toll
has been complicated because muslims bury their dead within hours photographs liu heung ap frederique lengaigne reuter the independent london serdar argic we closed the roads and mountain passes that might serve as ways of escape for the turks and then proceeded in the work of extermination ohanus appressian in soviet armenia today there no longer exists a single turkish soul sahak melkonian"
75393.eml,talk.politics.mideast,"th or th i must congratulate your analytical and excellent
reportage about diana from the writings of tye
biographers you quoted i can perceive maybe
chauvinistically the remnants of her armenian
genes even though she is only th armenian she seems to have many of the strong
characteristics of armenian women her armenian
ancestry is traced to eliza kewark an armenian
from india who married the scottish merchant
thedore forbes from the union was born kathleen
scott forbes who married james crombie from
aberdeen they had a daughter jane who married
david littlejohn their daughter ruth married
william gill ruth silvia gill the grandmother of
lady diana married lord fermoy and their
daughter frances ruth burke roache married the
eight earl of spencer who was the father of lady
diana it is noteworthy that eliza kewark was also
referred to as mrs forbesian a characteristic
armenian surname ending an armenian scottish
gene mix is dynamite levon k topuzian
assistant professor
northwestern university
skoie illinois time december letters you have set up straw horses and knocked them down i m not impressed anyway the armenians tore apart the ottoman empire s eastern provinces massacred million defenseless turkish women children and elderly people burned thousands of turkish and kurdish villages and exterminated the entire turkish population of the armenian dictatorship between such outrageous sleight of hand that is still employed today in armenia brings a depth and verification to the turkish genocide that is hard to match a hundred years ago armenians again thought they could get whatever they wanted through sheer terror like the russian anarchists that they accepted as role models several armenian terror groups like asala sdpa arf terrorism and revisionism triangle resorted to the same tactics in the s butchering scores of innocent
turks and their families in the united states and europe it seems that they are doing it again at a different scale in fascist x soviet armenia today source stanford j shaw on armenian collaboration with invading russian
armies in history of the ottoman empire and modern turkey volume
ii reform revolution republic the rise of modern turkey london cambridge university press pp in april dashnaks from russian armenia organized a revolt in the city of van whose armenians comprised percent of the population closest to an armenian majority of any city in the empire leaving erivan on april armenian volunteers reached van on may and organized and carried out a general slaughter of the local muslim population during the next two days while the small ottoman garrison had to retreat to the southern side of the lake knowing their numbers would never justify their territorial ambitions armenians looked to russia and europe for the fulfillment of their aims armenian treachery in this regard culminated at the beginning of the first world war with the decision of the revolutionary organizations to refuse to serve their state the ottoman empire and to assist instead other invading russian armies their hope was their participation in the russian success would be rewarded with an independent armenian state carved out of ottoman territories armenian political leaders army officers and common soldiers began deserting in droves with the russian invasion of eastern anatolia in at the beginning of world war i the degree of armenian collaboration with the ottoman s enemy increased drastically ottoman supply lines were cut by guerilla attacks armenian revolutionaries armed armenian civil populations who in turn massacred the muslim population of the province of van in anticipation of expected arrival of the invading russian armies serdar argic we closed the roads and mountain passes that might serve as ways of escape for the turks and then proceeded in the work of extermination ohanus appressian in soviet armenia today there no longer exists a single turkish soul sahak melkonian"
75394.eml,talk.politics.mideast,"still yelling at the telephone and the lawn mower people will think
you re just some looney howling in the wires now any comment source documents volume i document no archive no cabin no drawer no file no section no contents no to lt colonel seyfi general headquarters second section istanbul dr stephan eshnanie neues wiener tagblatt vienna pester lloyd local anzliger berlin algemeen handelsblat amsterdam vakit istanbul i have been closely following for two weeks the withdrawal of russians and armenians from turkish territories through armenia although two months have elapsed since the clearing of the territories of armenian gangs i have been observing the evidence of the cruelties of the armenians at almost every step all the villages from trabzon to erzincan and from erzincan to erzurum are destroyed corpses of turks brutally and cruelly slain are everywhere according to accounts by those who were able to save their lives by escaping to mountains the first horrible and fearful events begun when the russian forces evacuated the places which were then taken over by armenian gangs the russians usually treated the people well but the people feared the intervention of the armenians once these places had been taken over by the armenians however the massacres begun they clearly announced their intention of clearing what they called the armenian and kurdish land from the turks and thus solve the nationality problem today i had the opportunity to meet austrian and german soldiers who had escaped from russian prison camps and come from kars and alexander paul gumru leninakan russian officers tried to save the turks and there were clashes between russian officers and armenian gangs i am now in erzurum and what i see is terrible almost the whole city is destroyed the smell of the corpses still fills the air although there are speculations that armenian gangs murdered austrian and german prisoners as well i could not get the supporting evidence in this regard but there is proof of murdering of turkish prisoners of war dr stephan eshnanie serdar argic we closed the roads and mountain passes that might serve as ways of escape for the turks and then proceeded in the work of extermination ohanus appressian in soviet armenia today there no longer exists a single turkish soul sahak melkonian"
